,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
737,FC,2024-07-05,85.5,1.61,5.57,"Cortes, Nestor",665839,641482,,called_strike,,,,,2,"Enmanuel Valdez grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",R,L,L,NYY,BOS,S,,,2,0,2024,-0.66,0.48,0.11,2.84,,,,0,3,Top,,,,,,,-2.17919097468219,-124.56493486457532,-1.190351712009088,-6.539571351716,23.187645359731064,-27.1413915770797,3.16,1.59,,,,84.9,2598,5.7,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.82,,,,,,,,14,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,209,0.0,-0.058,,,,0.058,,0,0,0.5,0.5,29,25,30,26,1,0,6.0,1.0,6,1,2.61,-0.66,-0.66,40.9
738,FC,2024-07-05,86.8,1.55,5.55,"Cortes, Nestor",665839,641482,,ball,,,,,11,"Enmanuel Valdez grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",R,L,L,NYY,BOS,B,,,1,0,2024,-0.47,0.67,-1.44,2.57,,,,0,3,Top,,,,,,,-6.163305500907538,-126.47514952455218,-2.422277610896223,-3.992705295751296,21.793656707705075,-24.603373279807187,3.2,1.59,,,,86.6,2550,5.7,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.77,,,,,,,,14,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,181,0.0,0.062,,,,-0.062,,0,0,0.5,0.5,29,25,30,26,1,0,6.0,1.0,6,1,2.3,-0.47,-0.47,41.4
739,FF,2024-07-05,92.0,1.47,5.79,"Cortes, Nestor",665839,641482,,ball,,,,,11,"Enmanuel Valdez grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",R,L,L,NYY,BOS,B,,,0,0,2024,0.76,1.46,-0.07,3.82,,,,0,3,Top,,,,,,,-5.496831925987355,-133.86112255814143,-2.2772814697954527,10.328044700221792,29.032909663599607,-14.38950735187428,3.27,1.59,,,,91.1,2429,5.7,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.76,,,,,,,,14,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,148,0.0,0.034,,,,-0.034,,0,0,0.5,0.5,29,25,30,26,1,0,6.0,1.0,6,1,1.24,0.76,0.76,44.3
740,ST,2024-07-05,77.5,2.49,5.06,"Cortes, Nestor",807799,641482,strikeout,swinging_strike,,,,,13,Masataka Yoshida strikes out swinging.,R,L,L,NYY,BOS,S,2.0,,1,2,2024,-0.97,0.35,-1.08,0.96,,663853.0,,2,2,Top,,,,,,,-5.802024705922924,-112.8410197631944,-2.4899073263738765,-7.292191128562438,19.66730557163521,-28.932907657980167,3.21,1.41,,,,76.9,2606,5.8,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.73,,0.0,0.0,1.0,0.0,0.0,,10,4,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,293,0.034,-0.236,55.7,8.2,,0.236,,0,0,0.516,0.484,29,30,30,31,1,0,6.0,1.0,6,1,3.43,-0.97,-0.97,26.5
741,ST,2024-07-05,79.0,1.66,5.45,"Cortes, Nestor",807799,641482,,foul,,,,,4,Masataka Yoshida strikes out swinging.,R,L,L,NYY,BOS,S,,,1,1,2024,-1.01,0.11,-0.34,2.58,,663853.0,,2,2,Top,,,,,,,-2.4609365964556185,-115.07501154617364,0.3413787164278574,-8.502301339733174,21.963952711684268,-31.477053233108563,3.21,1.41,15.0,76.0,-8.0,78.3,2635,5.8,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.72,,,,,,,,10,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,291,0.0,-0.066,64.2,7.7,,0.066,88.0,0,0,0.516,0.484,29,30,30,31,1,0,6.0,1.0,6,1,3.54,-1.01,-1.01,38.5
742,FC,2024-07-05,87.3,1.31,5.64,"Cortes, Nestor",807799,641482,,called_strike,,,,,4,Masataka Yoshida strikes out swinging.,R,L,L,NYY,BOS,S,,,1,0,2024,-0.38,0.49,-0.77,2.45,,663853.0,,2,2,Top,,,,,,,-4.214643054784442,-127.30205805247824,-2.605905670893423,-3.420503274732756,22.369738327030625,-26.541563804954144,3.26,1.41,,,,87.3,2668,5.9,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.64,,,,,,,,10,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,188,0.0,-0.048,,,,0.048,,0,0,0.516,0.484,29,30,30,31,1,0,6.0,1.0,6,1,2.46,-0.38,-0.38,42.2
743,FF,2024-07-05,93.8,0.81,5.84,"Cortes, Nestor",807799,641482,,ball,,,,,7,Masataka Yoshida strikes out swinging.,R,L,L,NYY,BOS,B,,,0,0,2024,0.54,1.48,-0.48,1.4,,663853.0,,2,2,Top,,,,,,,-4.519579226555863,-136.3967078104543,-9.065883423555505,7.671650564798692,27.332596383292277,-11.885929415594168,3.26,1.41,,,,94.0,2389,6.2,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.27,,,,,,,,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,154,0.0,0.016,,,,-0.016,,0,0,0.516,0.484,29,30,30,31,1,0,6.0,1.0,6,1,1.09,0.54,0.54,53.3
744,FF,2024-07-05,93.8,0.9,5.91,"Cortes, Nestor",663853,641482,double,hit_into_play,,,,,3,Romy Gonzalez doubles (3) on a line drive to left fielder Alex Verdugo.,R,R,L,NYY,BOS,X,7.0,line_drive,1,2,2024,0.61,1.54,0.47,3.02,,,,2,2,Top,65.98,67.48,,,,,-2.452399940746016,-136.537813274261,-5.096019093275027,8.2123347561153,32.90552686301305,-11.98923470733667,3.52,1.72,384.0,102.1,21.0,93.0,2462,6.0,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.48,0.54,0.733,1.25,1.0,1.0,1.0,5.0,9,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,160,-0.024,0.266,78.6,7.7,1.215,-0.266,102.1,0,0,0.54,0.46,29,27,30,28,1,0,6.0,1.0,6,1,1.06,0.61,-0.61,53.6
745,CH,2024-07-05,83.8,1.34,5.61,"Cortes, Nestor",663853,641482,,ball,,,,,14,Romy Gonzalez doubles (3) on a line drive to left fielder Alex Verdugo.,R,R,L,NYY,BOS,B,,,0,2,2024,1.52,0.32,2.17,1.55,,,,2,2,Top,,,,,,,-1.059684558879156,-122.01600671775306,-3.592173231499569,15.36438720237976,23.64592063772777,-28.458256947897844,3.5,1.72,,,,83.0,1520,5.7,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.81,,,,,,,,9,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,113,0.0,0.009,,,,-0.009,,0,0,0.54,0.46,29,27,30,28,1,0,6.0,1.0,6,1,2.92,1.52,-1.52,42.1
746,FF,2024-07-05,94.6,0.87,5.92,"Cortes, Nestor",663853,641482,,called_strike,,,,,9,Romy Gonzalez doubles (3) on a line drive to left fielder Alex Verdugo.,R,R,L,NYY,BOS,S,,,0,1,2024,0.75,1.59,0.45,1.69,,,,2,2,Top,,,,,,,-2.745370881227897,-137.46909945670313,-8.805695872671965,10.080082980057284,30.6361924513127,-10.313233794829944,3.51,1.72,,,,94.0,2445,6.0,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.45,,,,,,,,9,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,159,0.0,-0.022,,,,0.022,,0,0,0.54,0.46,29,27,30,28,1,0,6.0,1.0,6,1,0.97,0.75,-0.75,54.9
747,FF,2024-07-05,94.2,0.91,5.88,"Cortes, Nestor",663853,641482,,foul,,,,,5,Romy Gonzalez doubles (3) on a line drive to left fielder Alex Verdugo.,R,R,L,NYY,BOS,S,,,0,0,2024,0.35,1.53,-0.22,2.52,,,,2,2,Top,,,,,,,-3.6938065915875713,-137.1317720971682,-6.399197983689746,5.219004891477178,30.101616281155497,-11.667590451460244,3.52,1.72,244.0,75.7,44.0,93.8,2404,6.0,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.49,,,,,,,,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,158,0.0,-0.016,73.3,6.6,,0.016,88.0,0,0,0.54,0.46,29,27,30,28,1,0,6.0,1.0,6,1,1.04,0.35,-0.35,54.1
748,FF,2024-07-05,93.5,0.86,5.88,"Cortes, Nestor",657136,641482,field_out,hit_into_play,,,,,1,"Connor Wong grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",R,R,L,NYY,BOS,X,4.0,ground_ball,2,2,2024,0.16,1.47,-0.48,2.92,,,,1,2,Top,141.11,146.32,,,,,-3.793029485609953,-136.09168315895394,-5.142297110991821,2.7596725356056964,27.49655112290113,-12.901340376641071,3.26,1.37,61.0,79.7,2.0,93.3,2313,6.0,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.53,0.209,0.212,0.0,1.0,0.0,0.0,2.0,8,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,162,0.017,-0.142,63.5,5.6,0.227,0.142,88.0,0,0,0.523,0.477,29,28,30,28,1,0,6.0,1.0,6,2,1.12,0.16,-0.16,54.2
749,FC,2024-07-05,86.8,1.58,5.72,"Cortes, Nestor",657136,641482,,foul,,,,,7,"Connor Wong grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",R,R,L,NYY,BOS,S,,,2,1,2024,-0.48,0.55,-0.54,1.88,,,,1,2,Top,,,,,,,-4.055379235967382,-126.57598450833112,-4.235037163006627,-4.588212456482484,21.07240463227969,-25.68962670451755,3.26,1.37,6.0,78.7,-18.0,86.9,2617,5.8,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.7,,,,,,,,8,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,191,0.0,-0.049,78.2,8.2,,0.049,88.0,0,0,0.523,0.477,29,28,30,28,1,0,6.0,1.0,6,2,2.42,-0.48,0.48,42.8
750,ST,2024-07-05,77.3,1.7,5.58,"Cortes, Nestor",657136,641482,,ball,,,,,14,"Connor Wong grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",R,R,L,NYY,BOS,B,,,1,1,2024,-1.6,-0.28,0.69,1.02,,,,1,2,Top,,,,,,,0.7425972944434194,-112.57599358507754,-2.2453188010911003,-13.757832890240143,21.001325203318867,-34.326244265420485,3.24,1.37,,,,76.1,2734,5.4,745725,669224,700250,650402,518934,683011,657077,663757,665742,55.06,,,,,,,,8,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,302,0.0,0.037,,,,-0.037,,0,0,0.523,0.477,29,28,30,28,1,0,6.0,1.0,6,2,4.09,-1.6,1.6,39.2
751,FF,2024-07-05,92.9,0.98,5.75,"Cortes, Nestor",657136,641482,,foul,,,,,6,"Connor Wong grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",R,R,L,NYY,BOS,S,,,1,0,2024,0.73,1.41,0.53,1.97,,,,1,2,Top,,,,,,,-2.7545030277316225,-135.23807732415392,-7.035758571663816,9.60330029835111,27.15836973735904,-13.492747567675533,3.26,1.37,329.0,94.4,43.0,92.9,2358,6.1,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.42,,,,,,,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,154,0.0,-0.032,83.5,7.8,,0.032,94.4,0,0,0.523,0.477,29,28,30,28,1,0,6.0,1.0,6,2,1.21,0.73,-0.73,48.6
752,FF,2024-07-05,92.4,0.89,5.9,"Cortes, Nestor",657136,641482,,ball,,,,,13,"Connor Wong grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",R,R,L,NYY,BOS,B,,,0,0,2024,0.44,1.42,-0.8,0.9,,,,1,2,Top,,,,,,,-5.2199452294580535,-134.2486780645133,-9.949937810549326,6.456702345411343,28.02496157743808,-13.035288201180686,3.35,1.37,,,,91.9,2324,6.0,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.49,,,,,,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,156,0.0,0.025,,,,-0.025,,0,0,0.523,0.477,29,28,30,28,1,0,6.0,1.0,6,2,1.25,0.44,-0.44,51.2
753,FF,2024-07-05,92.9,0.67,5.91,"Cortes, Nestor",646240,641482,strikeout,swinging_strike,,,,,8,Rafael Devers strikes out swinging.,R,L,L,NYY,BOS,S,2.0,,1,2,2024,0.6,1.67,-0.18,2.02,,,,0,2,Top,,,,,,,-3.4540956917014727,-135.11598643158493,-7.7740975126119745,8.078265172137813,30.104210582603617,-10.2546640029995,3.43,1.6,,,,92.1,2410,5.9,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.63,,0.0,0.0,1.0,0.0,0.0,,7,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,156,0.023,-0.167,71.9,7.3,,0.167,,0,0,0.5,0.5,29,27,30,28,1,0,6.0,1.0,6,1,0.98,0.6,0.6,52.6
754,FF,2024-07-05,92.8,0.75,5.98,"Cortes, Nestor",646240,641482,,foul,,,,,6,Rafael Devers strikes out swinging.,R,L,L,NYY,BOS,S,,,1,2,2024,0.63,1.7,0.62,2.72,,,,0,2,Top,,,,,,,-1.687517841442544,-135.09425744110715,-6.210462777754455,8.05079586721489,30.642441042087952,-10.264149470910782,3.43,1.6,,,,92.2,2399,6.0,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.5,,,,,,,,7,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,160,0.0,0.0,68.2,6.3,,0.0,,0,0,0.5,0.5,29,27,30,28,1,0,6.0,1.0,6,1,0.96,0.63,0.63,55.1
755,ST,2024-07-05,81.2,1.65,5.54,"Cortes, Nestor",646240,641482,,ball,,,,,13,Rafael Devers strikes out swinging.,R,L,L,NYY,BOS,B,,,0,2,2024,-1.01,0.67,-1.76,1.96,,,,0,2,Top,,,,,,,-5.636397881351511,-118.17084099339026,-2.652370774737908,-8.342965295679798,23.01808671995265,-25.58866614820389,3.38,1.6,,,,80.3,2552,5.7,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.82,,,,,,,,7,3,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,284,0.0,0.021,,,,-0.021,,0,0,0.5,0.5,29,27,30,28,1,0,6.0,1.0,6,1,2.79,-1.01,-1.01,40.3
756,ST,2024-07-05,80.4,1.78,5.57,"Cortes, Nestor",646240,641482,,foul_tip,,,,,8,Rafael Devers strikes out swinging.,R,L,L,NYY,BOS,S,,,0,1,2024,-0.79,0.43,0.09,1.83,,,,0,2,Top,,,,,,,-2.229951371423955,-117.13312931818967,-2.453835764094816,-6.90522394332329,20.759557767329795,-27.945896331788997,3.43,1.6,,,,79.7,2650,5.6,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.92,,,,,,,,7,2,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,293,0.0,-0.049,78.9,7.6,,0.049,,0,0,0.5,0.5,29,27,30,28,1,0,6.0,1.0,6,1,3.07,-0.79,-0.79,36.2
757,FF,2024-07-05,92.9,1.29,5.86,"Cortes, Nestor",646240,641482,,called_strike,,,,,4,Rafael Devers strikes out swinging.,R,L,L,NYY,BOS,S,,,0,0,2024,0.68,1.55,-0.44,2.66,,,,0,2,Top,,,,,,,-5.851158976299202,-135.14046046439697,-5.781548381727381,9.639538351582516,28.22670312779947,-12.124737091940384,3.54,1.6,,,,92.2,2397,5.8,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.73,,,,,,,,7,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,152,0.0,-0.033,,,,0.033,,0,0,0.5,0.5,29,27,30,28,1,0,6.0,1.0,6,1,1.09,0.68,0.68,45.6
758,FF,2024-07-05,93.0,0.86,5.88,"Cortes, Nestor",641933,641482,field_out,hit_into_play,,,,,4,Tyler O'Neill lines out to right fielder Juan Soto.,R,R,L,NYY,BOS,X,9.0,line_drive,0,1,2024,0.58,1.39,-0.69,2.16,,,,2,1,Top,179.13,116.28,,,,,-5.226747673723444,-135.3523421575932,-6.8534603317599805,8.154788071222875,26.55264119040736,-13.74805013578911,3.22,1.51,246.0,79.6,23.0,92.9,2364,6.0,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.49,0.643,0.621,0.0,1.0,0.0,0.0,4.0,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,155,0.01,-0.083,70.5,6.3,0.761,0.083,88.0,0,0,0.537,0.463,29,29,30,29,1,0,6.0,1.0,6,2,1.22,0.58,-0.58,50.9
759,ST,2024-07-05,78.6,1.75,5.68,"Cortes, Nestor",641933,641482,,called_strike,,,,,9,Tyler O'Neill lines out to right fielder Juan Soto.,R,R,L,NYY,BOS,S,,,0,0,2024,-1.21,0.47,0.34,1.72,,,,2,1,Top,,,,,,,-0.8221440744280024,-114.44940796081414,-2.573454316068596,-10.415398755416303,22.2631467006386,-27.78371165346578,3.22,1.51,,,,77.3,2595,5.4,745725,669224,700250,650402,518934,683011,657077,663757,665742,55.09,,,,,,,,3,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,298,0.0,-0.016,,,,0.016,,0,0,0.537,0.463,29,29,30,29,1,0,6.0,1.0,6,2,3.23,-1.21,1.21,41.6
760,FF,2024-07-05,92.4,0.79,5.95,"Cortes, Nestor",608701,641482,strikeout,swinging_strike,,,,,3,Rob Refsnyder strikes out swinging.,R,R,L,NYY,BOS,S,2.0,,3,2,2024,0.74,1.65,0.67,2.98,,,,1,1,Top,,,,,,,-1.927871226970812,-134.43821669302156,-5.277358268950688,9.429894761740718,30.236036291048816,-11.217375193664626,3.53,1.6,,,,91.7,2239,6.0,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.53,,0.0,0.0,1.0,0.0,0.0,,2,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,157,0.015,-0.21,75.6,6.9,,0.21,,0,0,0.522,0.478,29,33,30,33,1,0,6.0,1.0,6,1,1.03,0.74,-0.74,51.2
761,CH,2024-07-05,81.5,1.38,5.69,"Cortes, Nestor",608701,641482,,ball,,,,,14,Rob Refsnyder strikes out swinging.,R,R,L,NYY,BOS,B,,,2,2,2024,1.55,0.21,1.55,0.56,,,,1,1,Top,,,,,,,-2.549737953284425,-118.4257287778524,-5.1524260807533135,14.9447264244177,26.7715404972528,-29.3480868059078,3.44,1.6,,,,79.8,1372,5.6,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.86,,,,,,,,2,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,109,0.0,0.068,,,,-0.068,,0,0,0.522,0.478,29,33,30,33,1,0,6.0,1.0,6,1,3.29,1.55,-1.55,42.0
762,FF,2024-07-05,93.1,0.94,5.89,"Cortes, Nestor",608701,641482,,foul,,,,,5,Rob Refsnyder strikes out swinging.,R,R,L,NYY,BOS,S,,,2,1,2024,0.4,1.62,-0.26,2.68,,,,1,1,Top,,,,,,,-3.913131320325766,-135.42901250683244,-5.917682971854683,5.82093802985578,33.071395134796184,-11.196473901285556,3.53,1.6,,,,92.0,2480,5.9,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.58,,,,,,,,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,161,0.0,-0.049,76.0,7.2,,0.049,,0,0,0.522,0.478,29,33,30,33,1,0,6.0,1.0,6,1,1.04,0.4,-0.4,51.6
763,FC,2024-07-05,86.8,1.43,5.81,"Cortes, Nestor",608701,641482,,ball,,,,,12,Rob Refsnyder strikes out swinging.,R,R,L,NYY,BOS,B,,,1,1,2024,-0.47,0.58,0.94,3.43,,,,1,1,Top,,,,,,,-0.2209638143622016,-126.43614499875952,-0.6573767896192537,-4.976662814379241,27.222527825398544,-26.05629081822823,3.57,1.6,,,,85.6,2524,5.6,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.92,,,,,,,,2,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,191,0.0,0.037,,,,-0.037,,0,0,0.522,0.478,29,33,30,33,1,0,6.0,1.0,6,1,2.45,-0.47,0.47,46.1
764,ST,2024-07-05,77.1,1.74,5.66,"Cortes, Nestor",608701,641482,,ball,,,,,14,Rob Refsnyder strikes out swinging.,R,R,L,NYY,BOS,B,,,0,1,2024,-1.5,-0.26,1.4,2.06,,,,1,1,Top,,,,,,,1.9599719360662813,-112.16939018275816,-0.0772345256611051,-12.852414189091554,25.09856469232811,-34.53826938412372,3.47,1.6,,,,75.1,2771,5.4,745725,669224,700250,650402,518934,683011,657077,663757,665742,55.15,,,,,,,,2,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,301,0.0,0.015,,,,-0.015,,0,0,0.522,0.478,29,33,30,33,1,0,6.0,1.0,6,1,4.17,-1.5,1.5,40.6
765,FF,2024-07-05,92.0,1.13,5.93,"Cortes, Nestor",608701,641482,,called_strike,,,,,12,Rob Refsnyder strikes out swinging.,R,R,L,NYY,BOS,S,,,0,0,2024,0.39,1.68,0.86,2.95,,,,1,1,Top,,,,,,,-1.5224463826648174,-133.84793826348402,-5.251841063711539,5.039002105628828,32.72308418384805,-11.101553505642604,3.61,1.6,,,,90.6,2349,5.7,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.78,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,160,0.0,-0.023,,,,0.023,,0,0,0.522,0.478,29,33,30,33,1,0,6.0,1.0,6,1,1.04,0.39,-0.39,49.0
766,FF,2024-07-05,92.9,0.72,6.08,"Cortes, Nestor",680776,641482,strikeout,swinging_strike,,,,,7,Jarren Duran strikes out swinging.,R,L,L,NYY,BOS,S,2.0,,0,2,2024,0.37,1.66,-0.77,2.16,,,,0,1,Top,,,,,,,-4.583254159036444,-135.05867973644294,-7.842650621181475,5.482893415309327,28.41304012157479,-10.38928931629023,3.62,1.74,,,,92.3,2366,5.9,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.59,,0.0,0.0,1.0,0.0,0.0,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,159,0.022,-0.146,64.1,7.7,,0.146,,0,0,0.5,0.5,29,27,30,28,1,0,6.0,1.0,6,1,0.98,0.37,0.37,54.8
767,FF,2024-07-05,92.2,0.84,6.01,"Cortes, Nestor",680776,641482,,foul,,,,,4,Jarren Duran strikes out swinging.,R,L,L,NYY,BOS,S,,,0,1,2024,0.58,1.57,-0.48,2.96,,,,0,1,Top,,,,,,,-4.578691402176036,-134.13290647469725,-5.323538784484413,7.9609006090731,27.652981226379307,-12.227368748696078,3.62,1.74,255.0,85.6,50.0,91.7,2377,5.9,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.58,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,162,0.0,-0.049,64.7,7.1,,0.049,88.0,0,0,0.5,0.5,29,27,30,28,1,0,6.0,1.0,6,1,1.1,0.58,0.58,54.5
768,FF,2024-07-05,91.5,1.22,5.91,"Cortes, Nestor",680776,641482,,called_strike,,,,,8,Jarren Duran strikes out swinging.,R,L,L,NYY,BOS,S,,,0,0,2024,0.82,1.53,0.18,2.03,,,,0,1,Top,,,,,,,-4.356779748458089,-133.09353539731998,-7.1754017363143925,10.679283750676252,27.33946553107884,-12.618774739258397,3.61,1.74,,,,90.9,2313,5.8,745725,669224,700250,650402,518934,683011,657077,663757,665742,54.65,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,152,0.0,-0.033,,,,0.033,,0,0,0.5,0.5,29,27,30,28,1,0,6.0,1.0,6,1,1.18,0.82,0.82,50.7
769,FC,2024-06-29,87.5,1.44,5.47,"Cortes, Nestor",643396,641482,single,hit_into_play,,,,,2,"Isiah Kiner-Falefa singles on a line drive to center fielder Trent Grisham, deflected by right fielder Oswaldo Cabrera.   Bo Bichette to 3rd.",R,R,L,TOR,NYY,X,9.0,line_drive,1,2,2024,-0.39,0.58,0.07,3.39,,666182.0,,1,5,Bot,165.96,75.38,,,,,-2.47796562403858,-127.4781214337901,-0.1205665061394284,-3.84025384970737,24.794839989114475,-26.03398861303753,3.27,1.5,322.0,99.2,19.0,87.3,2381,6.0,744921,669224,700250,650402,518934,683011,657077,663757,665828,54.53,0.317,0.359,0.9,1.0,1.0,0.0,4.0,43,4,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,182,0.028,0.776,,,0.546,-0.776,99.2,2,2,0.833,0.833,29,29,30,29,3,2,6.0,1.0,6,1,2.38,-0.39,0.39,47.9
770,FF,2024-06-29,92.7,0.83,5.7,"Cortes, Nestor",643396,641482,,called_strike,,,,,8,"Isiah Kiner-Falefa singles on a line drive to center fielder Trent Grisham, deflected by right fielder Oswaldo Cabrera.   Bo Bichette to 3rd.",R,R,L,TOR,NYY,S,,,1,1,2024,0.37,1.62,-0.02,1.95,,666182.0,,1,5,Bot,,,,,,,-2.98109977914082,-134.78741540550348,-7.264411035459032,5.160410291009637,31.46837442301615,-11.056018432190545,3.25,1.54,,,,92.2,2237,6.2,744921,669224,700250,650402,518934,683011,657077,663757,665828,54.31,,,,,,,,43,3,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,158,0.0,-0.076,,,,0.076,,2,2,0.833,0.833,29,29,30,29,3,2,6.0,1.0,6,1,1.05,0.37,-0.37,55.1
771,FC,2024-06-29,87.1,1.36,5.5,"Cortes, Nestor",643396,641482,,foul,,,,,13,"Isiah Kiner-Falefa singles on a line drive to center fielder Trent Grisham, deflected by right fielder Oswaldo Cabrera.   Bo Bichette to 3rd.",R,R,L,TOR,NYY,S,,,1,0,2024,-0.42,0.81,-1.37,2.2,,666182.0,,1,5,Bot,,,,,,,-5.674977460350429,-126.80314709006224,-3.4513091638871205,-3.4310439367895293,24.62601732132296,-22.88977731667277,3.27,1.5,,,,86.8,2457,5.9,744921,669224,700250,650402,518934,683011,657077,663757,665828,54.57,,,,,,,,43,2,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,173,0.0,-0.052,68.2,7.3,,0.052,,2,2,0.833,0.833,29,29,30,29,3,2,6.0,1.0,6,1,2.18,-0.42,0.42,46.7
