,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
96,CU,2022-04-07,72.5,-2.13,6.27,"Wong, Kolten",543939,543294,,called_strike,,,,,8,Kolten Wong strikes out swinging.,R,L,R,CHC,MIL,S,,,0,0,2022,0.76,-1.4,-0.09,1.75,,,607054.0,0,3,Top,,,,,575929,,,2.726029303071615,-105.35726103982218,0.9361803901557152,4.940043812041275,22.431166806287735,-42.88875617541258,3.14,1.47,,,,70.6,2907,5.5,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,55.05,,,,,,,,19,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,26,0.0,-0.066,,
101,CH,2022-04-07,80.7,-2.23,6.25,"Peterson, Jace",607054,543294,walk,ball,,,,,11,Jace Peterson walks.,R,L,R,CHC,MIL,B,,,3,2,2022,-1.8,0.58,-2.38,2.9,,,,0,3,Top,,,,,575929,,,3.0473515169016507,-117.34841708496846,-1.7833071810684626,-17.101396476925192,25.915776512798114,-26.697453202495343,3.15,1.53,,,,79.1,1891,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.91,,0.688744,0.7,1.0,0.0,0.0,,18,7,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,233,-0.04,0.321,,
103,SI,2022-04-07,86.9,-2.11,6.24,"Peterson, Jace",607054,543294,,ball,,,,,12,Jace Peterson walks.,R,L,R,CHC,MIL,B,,,2,2,2022,-1.1,0.66,1.88,3.13,,,,0,3,Top,,,,,575929,,,11.675897328121591,-126.02252678866022,-2.611701665922622,-14.03249832382049,23.876060887730304,-24.75686611303775,3.28,1.53,,,,86.2,1803,5.9,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.61,,,,,,,,18,6,Sinker,0,0,0,0,0,0,0,0,Infield shift,Strategic,213,0.0,0.103,,
107,SI,2022-04-07,87.3,-2.15,6.25,"Peterson, Jace",607054,543294,,ball,,,,,12,Jace Peterson walks.,R,L,R,CHC,MIL,B,,,1,2,2022,-1.02,0.79,0.4,4.62,,,,0,3,Top,,,,,575929,,,8.09438896600715,-126.84491443716068,0.6150574027125,-12.738755299019369,26.527402596777065,-23.97637195946545,3.2,1.47,,,,85.9,1795,5.5,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.98,,,,,,,,18,5,Sinker,0,0,0,0,0,0,0,0,Infield shift,Strategic,210,0.0,0.037,,
109,CH,2022-04-07,79.8,-2.13,6.29,"Peterson, Jace",607054,543294,,foul,,,,,13,Jace Peterson walks.,R,L,R,CHC,MIL,S,,,1,2,2022,-1.37,0.72,-1.45,1.38,,,,0,3,Top,,,,,575929,,,4.028664387495458,-116.15792666007412,-5.393822577240458,-13.127143641088692,21.57181699674623,-24.80374173815085,3.37,1.53,96.0,53.0,68.0,79.0,2104,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.81,,,,,,,,18,4,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,225,0.0,0.0,,
112,CU,2022-04-07,72.7,-2.23,6.27,"Peterson, Jace",607054,543294,,called_strike,,,,,11,Jace Peterson walks.,R,L,R,CHC,MIL,S,,,1,1,2022,1.21,-1.19,-0.99,2.5,,,,0,3,Top,,,,,575929,,,0.4168670850320343,-105.72623230164258,1.9943079409958495,8.838553300421454,22.16950469021025,-41.63014360391746,3.08,1.38,,,,71.0,2972,5.5,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.99,,,,,,,,18,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,27,0.0,-0.054,,
114,CU,2022-04-07,72.2,-2.19,6.23,"Peterson, Jace",607054,543294,,ball,,,,,13,Jace Peterson walks.,R,L,R,CHC,MIL,B,,,0,1,2022,1.26,-1.46,-0.97,0.98,,,,0,3,Top,,,,,575929,,,0.2855958796012983,-104.98018921916903,-0.239040596505683,8.979521340084702,24.838469437675094,-42.8554839902705,3.08,1.35,,,,70.1,2870,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.91,,,,,,,,18,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,27,0.0,0.025,,
117,FF,2022-04-07,84.7,-2.3,6.16,"Peterson, Jace",607054,543294,,called_strike,,,,,8,Jace Peterson walks.,R,L,R,CHC,MIL,S,,,0,0,2022,-0.66,1.32,-0.11,1.62,,,,0,3,Top,,,,,575929,,,6.365460550131086,-122.9771043509229,-6.782049923197646,-7.97640695408008,25.318829891721634,-17.60543908824065,3.17,1.41,,,,83.8,1891,5.9,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.63,,,,,,,,18,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217,0.0,-0.034,,
110,SI,2022-04-07,96.4,-0.45,6.04,"Wisdom, Patrick",621550,669203,field_out,hit_into_play,,,,,13,Patrick Wisdom flies out to left fielder Christian Yelich.,R,R,R,CHC,MIL,X,7.0,fly_ball,0,1,2022,-1.04,1.16,-1.03,2.38,664023.0,,518792.0,2,2,Bot,78.85,103.95,,,553882,,,0.815224444589637,-140.1340308089042,-6.72878406491011,-13.730444502877685,35.32947401180203,-15.591459851571026,3.47,1.59,298.0,92.8,49.0,96.2,2651,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.02,0.003,0.003,0.0,1.0,0.0,0.0,3.0,17,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,196,-0.051,-0.402,,
113,FC,2022-04-07,96.0,-0.45,6.03,"Wisdom, Patrick",621550,669203,,foul,,,,,5,Patrick Wisdom flies out to left fielder Christian Yelich.,R,R,R,CHC,MIL,S,,,0,0,2022,-0.03,1.45,0.08,2.19,664023.0,,518792.0,2,2,Bot,,,,,553882,,,1.4686542474893327,-139.54525347390367,-7.786478856693645,-0.7361822775042607,33.93749397818382,-11.735330983336404,3.47,1.59,200.0,78.1,57.0,95.9,2485,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.04,,,,,,,,17,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,196,0.0,-0.078,,
115,CH,2022-04-07,90.4,-0.67,5.87,"Heyward, Jason",518792,669203,force_out,hit_into_play,,,,,13,"Jason Heyward grounds into a force out, pitcher Corbin Burnes to shortstop Willy Adames.   Ian Happ to 3rd.    Seiya Suzuki out at 2nd.    Jason Heyward to 1st.",R,L,R,CHC,MIL,X,1.0,ground_ball,2,2,2022,-1.54,0.53,-1.2,1.64,,664023.0,673548.0,1,2,Bot,130.36,188.79,,,553882,,,1.9784362542580247,-131.514063272641,-5.696549738243574,-18.11977749220465,31.73480292704289,-24.9008777938079,3.58,1.68,1.0,65.4,-67.0,90.4,2055,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.9,0.246,0.226,0.0,1.0,0.0,0.0,2.0,16,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,217,-0.039,-0.53,,
118,CH,2022-04-07,89.7,-0.65,5.9,"Heyward, Jason",518792,669203,,swinging_strike,,,,,8,"Jason Heyward grounds into a force out, pitcher Corbin Burnes to shortstop Willy Adames.   Ian Happ to 3rd.    Seiya Suzuki out at 2nd.    Jason Heyward to 1st.",R,L,R,CHC,MIL,S,,,2,1,2022,-1.04,0.96,0.09,1.67,,664023.0,673548.0,1,2,Bot,,,,,553882,,,4.035889302728232,-130.41308449262166,-6.440706243574112,-12.680530473956924,31.52769371542235,-20.00376016726279,3.58,1.68,,,,89.6,1997,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.88,,,,,,,,16,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,216,0.0,-0.13,,
121,FC,2022-04-07,95.3,-0.49,6.0,"Heyward, Jason",518792,669203,,foul,,,,,6,"Jason Heyward grounds into a force out, pitcher Corbin Burnes to shortstop Willy Adames.   Ian Happ to 3rd.    Seiya Suzuki out at 2nd.    Jason Heyward to 1st.",R,L,R,CHC,MIL,S,,,2,0,2022,0.05,1.5,0.6,2.97,,664023.0,673548.0,1,2,Bot,,,,,553882,,,2.787202873600356,-138.5830280654841,-5.661766984882275,-0.0591241871300142,34.02821522336381,-11.835315198301446,3.58,1.68,218.0,75.5,27.0,95.3,2491,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.93,,,,,,,,16,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,195,0.0,-0.102,,
124,CH,2022-04-07,89.6,-0.68,5.85,"Heyward, Jason",518792,669203,,ball,,,,,11,"Jason Heyward grounds into a force out, pitcher Corbin Burnes to shortstop Willy Adames.   Ian Happ to 3rd.    Seiya Suzuki out at 2nd.    Jason Heyward to 1st.",R,L,R,CHC,MIL,B,,,1,0,2022,-1.37,0.75,-1.45,2.49,,664023.0,673548.0,1,2,Bot,,,,,553882,,,1.0072221175141522,-130.4668972775914,-3.893609615500216,-15.791239967341598,29.08767612321672,-22.98276842842042,3.44,1.48,,,,90.0,1935,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.88,,,,,,,,16,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,217,0.0,0.086,,
126,FC,2022-04-07,96.7,-0.66,5.96,"Heyward, Jason",518792,669203,,ball,,,,,14,"Jason Heyward grounds into a force out, pitcher Corbin Burnes to shortstop Willy Adames.   Ian Happ to 3rd.    Seiya Suzuki out at 2nd.    Jason Heyward to 1st.",R,L,R,CHC,MIL,B,,,0,0,2022,0.41,1.37,1.7,1.95,,664023.0,673548.0,1,2,Bot,,,,,553882,,,5.368453945855439,-140.37597422624398,-8.144408751155586,3.881071842561581,38.1237086789612,-12.40857770837984,3.41,1.49,,,,96.1,2707,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.94,,,,,,,,16,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,192,0.0,0.063,,
132,FC,2022-04-07,95.5,-0.53,5.99,"Suzuki, Seiya",673548,669203,walk,ball,,,,,14,Seiya Suzuki walks.,R,R,R,CHC,MIL,B,,,3,2,2022,0.52,1.11,1.69,0.96,,664023.0,,1,2,Bot,,,,,553882,,,4.7003431503160815,-138.79900162546454,-10.175706314740472,5.681870861356985,30.86458398107404,-15.703211070418035,3.26,1.48,,,,96.0,2673,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.86,,0.688744,0.7,1.0,0.0,0.0,,15,6,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,189,0.019,0.248,,
134,FC,2022-04-07,96.3,-0.6,6.05,"Suzuki, Seiya",673548,669203,,ball,,,,,12,Seiya Suzuki walks.,R,R,R,CHC,MIL,B,,,2,2,2022,0.32,1.47,0.11,3.64,,664023.0,,1,2,Bot,,,,,553882,,,1.1541254142607116,-140.2168819183578,-4.175962916306856,3.97242238816464,32.775822420527135,-12.073889617791243,3.21,1.51,,,,96.4,2551,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.09,,,,,,,,15,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,190,0.0,0.088,,
139,CU,2022-04-07,83.0,-0.42,6.19,"Suzuki, Seiya",673548,669203,,ball,,,,,13,Seiya Suzuki walks.,R,R,R,CHC,MIL,B,,,1,2,2022,0.73,-0.19,-0.36,1.17,,664023.0,,1,2,Bot,,,,,553882,,,-1.3126393311441382,-120.84797389010598,-4.664230330124637,7.440710943803722,23.40772953718604,-33.3616102326494,3.21,1.51,,,,83.2,2969,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.13,,,,,,,,15,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,50,0.0,0.03,,
144,SL,2022-04-07,87.5,-0.64,5.98,"Suzuki, Seiya",673548,669203,,called_strike,,,,,14,Seiya Suzuki walks.,R,R,R,CHC,MIL,S,,,1,1,2022,0.74,0.43,0.86,2.07,,664023.0,,1,2,Bot,,,,,553882,,,2.087820532132405,-127.4310073062265,-4.177315373196249,7.534198314169198,27.77883137560929,-26.77687808951652,3.16,1.51,,,,87.5,2952,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.11,,,,,,,,15,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,99,0.0,-0.082,,
146,FC,2022-04-07,94.5,-0.59,6.01,"Suzuki, Seiya",673548,669203,,called_strike,,,,,5,Seiya Suzuki walks.,R,R,R,CHC,MIL,S,,,1,0,2022,0.1,1.41,-0.13,2.33,,664023.0,,1,2,Bot,,,,,553882,,,0.9789082730370104,-137.4831094630966,-7.050741864980264,1.1002005525052618,31.79779871852952,-12.907709768666717,3.15,1.51,,,,94.7,2615,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.01,,,,,,,,15,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,196,0.0,-0.042,,
154,FC,2022-04-07,96.2,-0.67,5.95,"Suzuki, Seiya",673548,669203,,ball,,,,,14,Seiya Suzuki walks.,R,R,R,CHC,MIL,B,,,0,0,2022,0.3,1.25,1.31,1.62,,664023.0,,1,2,Bot,,,,,553882,,,4.595096770868041,-139.88672074930562,-8.803590617039342,2.954435099097706,31.691029757973578,-13.921066678899596,3.18,1.47,,,,97.1,2752,6.8,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.66,,,,,,,,15,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,203,0.0,0.028,,
158,CU,2022-04-07,80.8,-0.42,6.23,"Schwindel, Frank",643524,669203,field_out,hit_into_play,,,,,5,Frank Schwindel flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,X,8.0,fly_ball,2,0,2022,0.79,-0.32,0.08,2.4,,664023.0,,0,2,Bot,124.1,105.78,,,553882,,,-0.400113528130377,-117.61816924164228,-1.2504559153300387,7.407765887221624,23.30260256258026,-35.10052860170738,3.41,1.56,235.0,82.6,49.0,80.7,2816,6.3,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.2,0.014,0.016,0.0,1.0,0.0,0.0,3.0,14,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,43,-0.044,-0.487,,
163,FC,2022-04-07,94.4,-0.65,5.98,"Schwindel, Frank",643524,669203,,ball,,,,,14,Frank Schwindel flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,B,,,1,0,2022,0.36,1.04,1.26,1.32,,664023.0,,0,2,Bot,,,,,553882,,,4.1855163340814,-137.14092732007668,-8.77133902944919,3.615155976917726,31.04161715551114,-17.257773875320858,3.31,1.56,,,,94.8,2702,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.85,,,,,,,,14,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,197,0.0,0.083,,
168,FC,2022-04-07,94.0,-0.64,6.0,"Schwindel, Frank",643524,669203,,ball,,,,,14,Frank Schwindel flies out to center fielder Lorenzo Cain.,R,R,R,CHC,MIL,B,,,0,0,2022,0.36,1.14,0.47,1.29,,664023.0,,0,2,Bot,,,,,553882,,,2.091101921207995,-136.700617792637,-9.038826712028754,4.057714353135464,30.49554623733579,-16.034636440129407,3.36,1.56,,,,94.3,2632,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.0,,,,,,,,14,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,186,0.0,0.055,,
174,FC,2022-04-07,93.6,-0.56,6.08,"Happ, Ian",664023,669203,double,hit_into_play,,,,,5,Ian Happ hits a ground-rule double (1) on a fly ball down the left-field line.,R,L,R,CHC,MIL,X,,fly_ball,2,1,2022,0.1,1.06,-0.06,2.67,,,,0,2,Bot,39.01,111.02,,,553882,,,1.0485416836112829,-136.17610455783208,-5.343720449402337,1.018403769942114,32.595992648888505,-18.07493339559992,3.37,1.53,305.0,95.4,39.0,93.5,2628,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.07,0.057,0.09,1.25,1.0,1.0,1.0,3.0,13,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,189,0.065,0.594,,
179,CH,2022-04-07,89.5,-0.72,5.78,"Happ, Ian",664023,669203,,ball,,,,,13,Ian Happ hits a ground-rule double (1) on a fly ball down the left-field line.,R,L,R,CHC,MIL,B,,,1,1,2022,-1.5,0.73,-1.4,1.02,,,,0,2,Bot,,,,,553882,,,1.5143807053415277,-130.01222025001996,-7.157768521257869,-17.144920740582076,32.35402422423618,-22.51404922179797,3.4,1.53,,,,89.0,1993,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.03,,,,,,,,13,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,223,0.0,0.049,,
185,FC,2022-04-07,94.0,-0.75,6.03,"Happ, Ian",664023,669203,,called_strike,,,,,2,Ian Happ hits a ground-rule double (1) on a fly ball down the left-field line.,R,L,R,CHC,MIL,S,,,1,0,2022,0.27,0.87,-0.23,3.1,,,,0,2,Bot,,,,,553882,,,0.7451188963113011,-136.93637027894894,-3.864068047645577,3.182345453806862,30.4865734261319,-20.552669376852315,3.45,1.57,,,,94.6,2605,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.88,,,,,,,,13,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,184,0.0,-0.043,,
190,FC,2022-04-07,93.1,-0.6,6.03,"Happ, Ian",664023,669203,,ball,,,,,14,Ian Happ hits a ground-rule double (1) on a fly ball down the left-field line.,R,L,R,CHC,MIL,B,,,0,0,2022,0.4,1.08,2.31,1.71,,,,0,2,Bot,,,,,553882,,,6.616667236174428,-135.19561589720897,-7.662091229830466,3.362867025740037,31.561147228471,-17.37429816799472,3.43,1.58,,,,93.1,2538,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.93,,,,,,,,13,1,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,190,0.0,0.033,,
122,CH,2022-04-07,79.7,-2.03,6.27,"Cain, Lorenzo",456715,543294,strikeout,swinging_strike,,,,,5,Lorenzo Cain strikes out swinging.,R,R,R,CHC,MIL,S,2.0,,3,2,2022,-0.89,1.31,0.16,2.22,,457705.0,553882.0,2,2,Top,,,,,575929,,,6.388633530062246,-115.7525157623604,-4.469271222730686,-9.266752756252954,24.673316655256688,-19.74755826162594,3.47,1.59,,,,78.3,1948,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.74,,0.0,0.0,1.0,0.0,0.0,,12,8,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,230,0.045,-0.461,,
125,FF,2022-04-07,87.9,-2.19,6.14,"Cain, Lorenzo",456715,543294,,foul,,,,,1,Lorenzo Cain strikes out swinging.,R,R,R,CHC,MIL,S,,,3,2,2022,-0.71,1.27,-0.66,3.41,,457705.0,553882.0,2,2,Top,,,,,575929,,,5.127680622753419,-127.93237343687784,-3.0600441008357837,-8.913152001888673,28.43239353134197,-17.84611413735093,3.47,1.59,182.0,64.2,28.0,86.7,1959,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.78,,,,,,,,12,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,214,0.0,0.0,,
128,CH,2022-04-07,79.8,-2.02,6.26,"Cain, Lorenzo",456715,543294,,ball,,,,,14,Lorenzo Cain strikes out swinging.,R,R,R,CHC,MIL,B,,,2,2,2022,-0.66,1.24,1.68,1.23,,457705.0,553882.0,2,2,Top,,,,,575929,,,9.26327035995692,-115.68105955625302,-6.524231535247159,-7.766220074234335,22.94275465774893,-19.924946912531297,3.73,1.59,,,,78.5,1963,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.78,,,,,,,,12,6,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,236,0.0,0.104,,
131,SI,2022-04-07,87.7,-2.07,6.24,"Cain, Lorenzo",456715,543294,,foul,,,,,4,Lorenzo Cain strikes out swinging.,R,R,R,CHC,MIL,S,,,2,2,2022,-1.42,0.87,-0.74,2.76,,457705.0,553882.0,2,2,Top,,,,,575929,,,6.079642529895933,-127.45408870108076,-3.9831077856818102,-16.70707141669872,28.531747865738367,-22.109016717651,3.47,1.59,2.0,52.2,-49.0,86.4,1962,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.76,,,,,,,,12,5,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,210,0.0,0.0,,
137,CU,2022-04-07,74.8,-2.0,6.26,"Cain, Lorenzo",456715,543294,,blocked_ball,,,,,14,Lorenzo Cain strikes out swinging.,R,R,R,CHC,MIL,B,,,1,2,2022,0.84,-1.31,2.64,-0.29,,457705.0,553882.0,2,2,Top,,,,,575929,,,7.9524633156021105,-108.38610136155285,-3.642064152235697,4.496461060325348,26.163038107667333,-41.59715532230454,3.68,1.59,,,,72.5,2965,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.84,,,,,,,,12,4,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,21,0.0,0.038,,
138,CH,2022-04-07,79.9,-2.11,6.28,"Cain, Lorenzo",456715,543294,,foul,,,,,9,Lorenzo Cain strikes out swinging.,R,R,R,CHC,MIL,S,,,1,1,2022,-0.81,1.38,0.43,1.76,,457705.0,553882.0,2,2,Top,,,,,575929,,,7.019880552371449,-115.9681735020335,-5.655334142452603,-8.750284179386945,24.16652559198661,-18.888297332484047,3.47,1.59,130.0,63.6,63.0,78.5,1953,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.82,,,,,,,,12,3,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,230,0.0,-0.102,,
145,SI,2022-04-07,88.1,-2.12,6.19,"Cain, Lorenzo",456715,543294,,ball,,,,,11,Lorenzo Cain strikes out swinging.,R,R,R,CHC,MIL,B,,,0,1,2022,-1.4,0.9,-1.46,3.11,,457705.0,553882.0,2,2,Top,,,,,575929,,,4.432447535478505,-128.17921868912228,-3.192512492818346,-16.284465235044138,28.210854597729902,-21.764516499326373,3.7,1.59,,,,86.8,1945,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.86,,,,,,,,12,2,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,206,0.0,0.037,,
148,SI,2022-04-07,86.8,-2.07,6.24,"Cain, Lorenzo",456715,543294,,called_strike,,,,,9,Lorenzo Cain strikes out swinging.,R,R,R,CHC,MIL,S,,,0,0,2022,-1.38,0.68,0.29,1.87,,457705.0,553882.0,2,2,Top,,,,,575929,,,8.36517236042097,-125.99075092817554,-5.535912015859266,-16.438068265399497,27.323308122047603,-23.970809895155288,3.75,1.59,,,,85.5,1868,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.75,,,,,,,,12,1,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,209,0.0,-0.061,,
153,FF,2022-04-07,86.3,-2.29,6.16,"Narváez, Omar",553882,543294,walk,ball,,,,,11,Omar Narvaez walks.,R,L,R,CHC,MIL,B,,,3,0,2022,-0.8,1.38,-1.17,3.16,,457705.0,,2,2,Top,,,,,575929,,,4.2243576470889534,-125.42082980261814,-3.5721149446016844,-9.323659683807907,29.36040679348507,-17.226238745592692,3.35,1.51,,,,84.6,2013,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.87,,0.688744,0.7,1.0,0.0,0.0,,11,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,206,-0.011,0.041,,
157,CH,2022-04-07,80.5,-2.02,6.25,"Narváez, Omar",553882,543294,,ball,,,,,14,Omar Narvaez walks.,R,L,R,CHC,MIL,B,,,2,0,2022,-1.31,0.9,0.07,0.91,,457705.0,,2,2,Top,,,,,575929,,,7.026877067590101,-116.92238604262256,-6.761197531607564,-13.341845474622437,22.732091716021813,-22.75796563042941,3.38,1.51,,,,79.4,2138,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.84,,,,,,,,11,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,224,0.0,0.031,,
165,CH,2022-04-07,80.2,-2.18,6.26,"Narváez, Omar",553882,543294,,ball,,,,,13,Omar Narvaez walks.,R,L,R,CHC,MIL,B,,,1,0,2022,-1.45,0.91,-1.17,2.02,,457705.0,,2,2,Top,,,,,575929,,,4.902786525452793,-116.6073282469111,-4.26756995522277,-14.122388113346288,24.720528997434077,-23.227718430813585,3.34,1.51,,,,78.8,2094,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.86,,,,,,,,11,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,226,0.0,0.028,,
166,CU,2022-04-07,74.1,-2.2,6.26,"Narváez, Omar",553882,543294,,ball,,,,,14,Omar Narvaez walks.,R,L,R,CHC,MIL,B,,,0,0,2022,1.06,-1.55,0.83,1.36,,457705.0,,2,2,Top,,,,,575929,,,4.273813036340046,-107.61793455286468,0.2693058676498205,6.9439192186266885,26.070813169004783,-44.238800185174775,3.25,1.51,,,,71.7,2927,5.5,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.99,,,,,,,,11,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,17,0.0,0.037,,
176,CH,2022-04-07,80.0,-2.08,6.29,"Renfroe, Hunter",592669,543294,strikeout,swinging_strike,,,,,6,Hunter Renfroe strikes out swinging.,R,R,R,CHC,MIL,S,2.0,,0,2,2022,-0.71,1.32,0.35,2.41,,457705.0,,1,2,Top,,,,,575929,,,6.605073279310329,-116.22080427575202,-4.158134824251256,-7.782811248724976,25.30503138766621,-19.692112934971284,3.41,1.56,,,,78.4,1956,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.89,,0.0,0.0,1.0,0.0,0.0,,10,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,230,0.036,-0.238,,
180,CH,2022-04-07,79.6,-2.12,6.28,"Renfroe, Hunter",592669,543294,,swinging_strike,,,,,5,Hunter Renfroe strikes out swinging.,R,R,R,CHC,MIL,S,,,0,1,2022,-1.01,1.3,0.1,2.19,,457705.0,,1,2,Top,,,,,575929,,,6.65460194492879,-115.48020361919124,-4.438468623484937,-10.38276252568738,26.024935069749294,-19.980311342665463,3.41,1.56,,,,77.8,1946,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.81,,,,,,,,10,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,228,0.0,-0.071,,
