,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
141,CH,2022-04-07,88.6,0.84,6.19,"Wisdom, Patrick",621550,676879,,foul,,,,,5,Patrick Wisdom strikes out swinging.,R,R,L,CHC,MIL,S,,,1,2,2022,1.06,0.32,0.21,2.41,673548.0,,518792.0,2,6,Bot,,,,,605170,,,-3.6884692905515575,-128.97293354756482,-3.810902229373159,12.633806315325652,25.482128073655744,-28.078649282105715,3.47,1.59,252.0,89.3,52.0,87.6,1899,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,55.0,,,,,,,,52,4,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,124,0.0,0.0,,
142,CH,2022-04-07,88.0,0.83,6.13,"Wisdom, Patrick",621550,676879,,called_strike,,,,,8,Patrick Wisdom strikes out swinging.,R,R,L,CHC,MIL,S,,,1,1,2022,1.13,-0.04,0.17,2.08,673548.0,,518792.0,2,6,Bot,,,,,605170,,,-3.8740872124145738,-128.07117247420808,-3.535221184853347,13.216749137453416,28.58648740678184,-32.08918434658749,3.44,1.59,,,,86.6,1904,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.95,,,,,,,,52,3,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,125,0.0,-0.108,,
147,CH,2022-04-07,88.7,0.75,6.15,"Wisdom, Patrick",621550,676879,,swinging_strike,,,,,9,Patrick Wisdom strikes out swinging.,R,R,L,CHC,MIL,S,,,1,0,2022,1.15,0.47,0.57,1.87,673548.0,,518792.0,2,6,Bot,,,,,605170,,,-2.8035849055630555,-129.0075502371631,-5.276354019703236,13.35243656038025,28.85564169706255,-26.035184687462188,3.47,1.59,,,,87.4,1887,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.86,,,,,,,,52,2,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,129,0.0,-0.091,,
150,CH,2022-04-07,88.4,0.79,6.11,"Wisdom, Patrick",621550,676879,,ball,,,,,14,Patrick Wisdom strikes out swinging.,R,R,L,CHC,MIL,B,,,0,0,2022,1.44,0.12,0.74,0.93,673548.0,,518792.0,2,6,Bot,,,,,605170,,,-3.090989585669161,-128.5280504692007,-6.6355406719284575,16.503942873819884,29.35251126841292,-29.543389347043384,3.38,1.59,,,,86.9,1700,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.88,,,,,,,,52,1,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,130,0.0,0.064,,
156,SL,2022-04-07,82.1,0.53,6.21,"Heyward, Jason",518792,676879,single,hit_into_play,,,,,8,Jason Heyward singles on a pop up to second baseman Kolten Wong.   Seiya Suzuki to 3rd.,R,L,L,CHC,MIL,X,4.0,popup,0,2,2022,-0.99,-0.69,0.11,1.81,,,673548.0,2,6,Bot,146.44,159.13,,,605170,,,0.959500260676601,-119.46050420948372,-1.9923163918664368,-9.652308210729768,25.522859267165437,-38.552139751792616,3.58,1.68,114.0,83.2,71.0,80.6,2506,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.96,0.009,0.009,0.9,1.0,1.0,0.0,3.0,51,3,Slider,3,1,3,1,1,3,3,1,Infield shift,Standard,328,0.014,0.371,,
162,SI,2022-04-07,96.7,0.51,6.34,"Heyward, Jason",518792,676879,,swinging_strike,,,,,14,Jason Heyward singles on a pop up to second baseman Kolten Wong.   Seiya Suzuki to 3rd.,R,L,L,CHC,MIL,S,,,0,1,2022,1.43,0.65,0.99,0.85,,,673548.0,2,6,Bot,,,,,605170,,,-1.9165027161468595,-140.52963734539406,-10.373232120528067,19.26347076343058,33.83185401554671,-21.312736727797045,3.58,1.68,,,,95.0,2096,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.96,,,,,,,,51,2,Sinker,3,1,3,1,1,3,3,1,Infield shade,Standard,140,0.0,-0.048,,
169,CU,2022-04-07,77.6,0.57,6.19,"Heyward, Jason",518792,676879,,called_strike,,,,,8,Jason Heyward singles on a pop up to second baseman Kolten Wong.   Seiya Suzuki to 3rd.,R,L,L,CHC,MIL,S,,,0,0,2022,-0.79,-1.35,0.09,1.91,,,673548.0,2,6,Bot,,,,,605170,,,0.4015785147193089,-112.92129760557684,0.3508811528971391,-6.714609908914953,25.238754009967757,-43.82902062304885,3.26,1.44,,,,76.0,2432,5.7,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.84,,,,,,,,51,1,Curveball,3,1,3,1,1,3,3,1,Infield shade,Standard,329,0.0,-0.035,,
177,SL,2022-04-07,82.7,0.58,6.27,"Suzuki, Seiya",673548,676879,walk,ball,,,,,12,Seiya Suzuki walks.,R,R,L,CHC,MIL,B,,,3,2,2022,-1.3,-0.78,1.29,2.73,,,,2,6,Bot,,,,,605170,,,4.109396247459758,-120.31723436788847,-0.0007938183361735,-13.442866027285552,25.778098233180504,-39.947015234356,3.28,1.51,,,,81.2,2551,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.96,,0.688744,0.7,1.0,0.0,0.0,,50,8,Slider,3,1,3,1,1,3,3,1,Standard,Standard,333,0.007,0.101,,
183,SI,2022-04-07,95.5,0.46,6.33,"Suzuki, Seiya",673548,676879,,foul,,,,,1,Seiya Suzuki walks.,R,R,L,CHC,MIL,S,,,3,2,2022,1.18,0.86,-0.35,2.77,,,,2,6,Bot,,,,,605170,,,-4.735385034056198,-138.94031356402633,-5.639924889203947,16.399746851344787,30.22227970837428,-19.92016920113004,3.32,1.51,201.0,81.3,59.0,94.5,2191,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.85,,,,,,,,50,7,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,148,0.0,0.0,,
186,SL,2022-04-07,83.4,0.48,6.24,"Suzuki, Seiya",673548,676879,,foul,,,,,3,Seiya Suzuki walks.,R,R,L,CHC,MIL,S,,,3,2,2022,-0.9,-0.21,0.37,3.22,,,,2,6,Bot,,,,,605170,,,1.4801262397549684,-121.48330431794795,-0.1086466325042814,-9.151477700977017,24.45730256337152,-34.47140127487102,3.32,1.51,125.0,70.1,14.0,82.4,2566,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.89,,,,,,,,50,6,Slider,3,1,3,1,1,3,3,1,Standard,Standard,339,0.0,0.0,,
196,SL,2022-04-07,81.7,0.55,6.26,"Suzuki, Seiya",673548,676879,,ball,,,,,12,Seiya Suzuki walks.,R,R,L,CHC,MIL,B,,,2,2,2022,-0.91,-0.54,0.39,3.66,,,,2,6,Bot,,,,,605170,,,1.37844552321905,-119.05053539580165,1.711530077615416,-8.954519236927993,22.80735415059553,-37.81163492315009,3.21,1.49,,,,80.8,2668,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.9,,,,,,,,50,5,Slider,3,1,3,1,1,3,3,1,Standard,Standard,329,0.0,0.033,,
197,SL,2022-04-07,82.4,0.49,6.31,"Suzuki, Seiya",673548,676879,,ball,,,,,12,Seiya Suzuki walks.,R,R,L,CHC,MIL,B,,,1,2,2022,-0.88,-0.11,1.0,3.62,,,,2,6,Bot,,,,,605170,,,2.8181186439941937,-120.0805833507068,0.5384077624751544,-9.063401152788416,22.099881292042287,-33.535540893117506,3.18,1.4,,,,81.5,2545,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,55.02,,,,,,,,50,4,Slider,3,1,3,1,1,3,3,1,Standard,Standard,328,0.0,0.014,,
204,SI,2022-04-07,96.3,0.35,6.35,"Suzuki, Seiya",673548,676879,,foul,,,,,6,Seiya Suzuki walks.,R,R,L,CHC,MIL,S,,,1,1,2022,1.13,1.03,0.4,2.43,,,,2,6,Bot,,,,,605170,,,-2.381002744390141,-140.07982980742565,-7.030905585170652,15.385046464840988,33.13039713653141,-17.276531531979888,3.32,1.51,214.0,79.3,55.0,94.7,2045,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,55.0,,,,,,,,50,3,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,141,0.0,-0.023,,
216,SI,2022-04-07,96.0,0.45,6.35,"Suzuki, Seiya",673548,676879,,ball,,,,,14,Seiya Suzuki walks.,R,R,L,CHC,MIL,B,,,0,1,2022,1.23,0.76,1.55,2.33,,,,2,6,Bot,,,,,605170,,,0.1299276846991414,-139.6199217693202,-6.626960863117526,15.991555496265931,33.939691751675745,-20.91926357813333,3.26,1.51,,,,94.3,2026,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,55.01,,,,,,,,50,2,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,141,0.0,0.011,,
218,SL,2022-04-07,83.4,0.9,6.15,"Suzuki, Seiya",673548,676879,,called_strike,,,,,9,Seiya Suzuki walks.,R,R,L,CHC,MIL,S,,,0,0,2022,-0.69,-0.39,0.54,1.85,,,,2,6,Bot,,,,,605170,,,0.5068438598861322,-121.34076504302604,-2.574037259104806,-6.843420732694941,26.558516232666456,-35.686621452049486,3.27,1.51,,,,82.2,2445,5.8,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.74,,,,,,,,50,1,Slider,3,1,3,1,1,3,3,1,Standard,Standard,336,0.0,-0.017,,
230,SI,2022-04-07,95.9,0.61,6.23,"Schwindel, Frank",643524,676879,grounded_into_double_play,hit_into_play,,,,,8,"Frank Schwindel grounds into a double play, shortstop Willy Adames to second baseman Kolten Wong to first baseman Rowdy Tellez.   Ian Happ out at 2nd.    Frank Schwindel out at 1st.",R,R,L,CHC,MIL,X,6.0,ground_ball,3,0,2022,1.28,0.78,0.15,1.58,,,664023.0,0,6,Bot,104.3,152.43,,,605170,,,-4.048334052062943,-139.50381554602598,-8.4132095190576,17.669476338874592,27.656952297567106,-20.349583618775096,3.41,1.56,6.0,101.8,-13.0,95.3,1988,5.7,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.81,0.237,0.2,0.0,1.0,0.0,0.0,2.0,49,4,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,139,-0.04,-0.855,,
239,SL,2022-04-07,83.0,0.73,6.2,"Schwindel, Frank",643524,676879,,ball,,,,,11,"Frank Schwindel grounds into a double play, shortstop Willy Adames to second baseman Kolten Wong to first baseman Rowdy Tellez.   Ian Happ out at 2nd.    Frank Schwindel out at 1st.",R,R,L,CHC,MIL,B,,,2,0,2022,-0.74,-0.37,-0.94,2.47,,,664023.0,0,6,Bot,,,,,605170,,,-2.3451888360977344,-120.876764454158,-1.2545145404943077,-6.641748320474965,26.30050320069645,-35.76372549954848,3.23,1.56,,,,81.8,2528,5.7,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.77,,,,,,,,49,3,Slider,3,1,3,1,1,3,3,1,Standard,Standard,338,0.0,0.178,,
247,SI,2022-04-07,95.2,0.52,6.33,"Schwindel, Frank",643524,676879,,ball,,,,,14,"Frank Schwindel grounds into a double play, shortstop Willy Adames to second baseman Kolten Wong to first baseman Rowdy Tellez.   Ian Happ out at 2nd.    Frank Schwindel out at 1st.",R,R,L,CHC,MIL,B,,,1,0,2022,1.19,0.66,1.14,2.33,,,664023.0,0,6,Bot,,,,,605170,,,-1.0221618138976507,-138.59614464285514,-6.2293170425510205,15.588030423958529,30.57990395795057,-22.536174173711565,3.35,1.56,,,,93.8,1954,5.4,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,55.08,,,,,,,,49,2,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,141,0.0,0.108,,
252,SI,2022-04-07,96.5,0.45,6.32,"Schwindel, Frank",643524,676879,,ball,,,,,12,"Frank Schwindel grounds into a double play, shortstop Willy Adames to second baseman Kolten Wong to first baseman Rowdy Tellez.   Ian Happ out at 2nd.    Frank Schwindel out at 1st.",R,R,L,CHC,MIL,B,,,0,0,2022,1.23,1.0,1.19,2.43,,,664023.0,0,6,Bot,,,,,605170,,,-0.8007848200014165,-140.44192803728805,-6.918810601538557,16.37161970210265,34.05295445128595,-17.612034560062632,3.29,1.56,,,,94.8,2011,5.5,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,55.03,,,,,,,,49,1,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,137,0.0,0.059,,
266,SL,2022-04-07,82.4,0.64,6.22,"Happ, Ian",664023,676879,single,hit_into_play,,,,,5,Ian Happ singles on a sharp ground ball to left fielder Christian Yelich.,R,R,L,CHC,MIL,X,7.0,ground_ball,2,2,2022,-0.91,-0.23,0.06,2.3,,,,0,6,Bot,100.66,131.22,,,605170,,,0.4343181225380722,-119.98278450530712,-1.914407683492139,-8.796106698085458,24.652131689332126,-34.17219705263919,3.37,1.53,130.0,106.7,7.0,81.3,2550,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.88,0.637,0.604,0.9,1.0,1.0,0.0,4.0,48,5,Slider,3,1,3,1,1,3,3,1,Standard,Standard,337,0.019,0.421,,
274,SI,2022-04-07,95.7,0.55,6.36,"Happ, Ian",664023,676879,,ball,,,,,14,Ian Happ singles on a sharp ground ball to left fielder Christian Yelich.,R,R,L,CHC,MIL,B,,,1,2,2022,1.24,0.67,1.18,2.38,,,,0,6,Bot,,,,,605170,,,-1.105271624690863,-139.29796752009074,-6.332708801028476,16.338581225582697,32.067127285416774,-22.1929558620828,3.49,1.57,,,,94.5,2027,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.9,,,,,,,,48,4,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,143,0.0,0.037,,
284,SL,2022-04-07,83.4,0.55,6.2,"Happ, Ian",664023,676879,,ball,,,,,13,Ian Happ singles on a sharp ground ball to left fielder Christian Yelich.,R,R,L,CHC,MIL,B,,,0,2,2022,-0.48,-0.4,-0.47,1.04,,,,0,6,Bot,,,,,605170,,,-1.37432432184559,-121.35147953476948,-4.536662906513982,-4.441498367225918,25.544138168921755,-35.40649912119647,3.42,1.53,,,,82.1,2533,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.91,,,,,,,,48,3,Slider,3,1,3,1,1,3,3,1,Standard,Standard,345,0.0,0.017,,
294,SL,2022-04-07,81.9,0.81,6.17,"Happ, Ian",664023,676879,,foul,,,,,7,Ian Happ singles on a sharp ground ball to left fielder Christian Yelich.,R,R,L,CHC,MIL,S,,,0,1,2022,-0.84,-0.44,-0.34,1.5,,,,0,6,Bot,,,,,605170,,,-0.9584100244919842,-119.24216652694332,-3.09214303404252,-7.81689761417413,24.460659029919125,-35.975501353464296,3.37,1.53,3.0,72.9,-31.0,80.7,2518,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.88,,,,,,,,48,2,Slider,3,1,3,1,1,3,3,1,Standard,Standard,340,0.0,-0.046,,
300,SI,2022-04-07,94.9,0.79,6.23,"Happ, Ian",664023,676879,,called_strike,,,,,8,Ian Happ singles on a sharp ground ball to left fielder Christian Yelich.,R,R,L,CHC,MIL,S,,,0,0,2022,1.39,0.9,0.1,1.68,,,,0,6,Bot,,,,,605170,,,-4.850786501652408,-137.96835239507973,-8.145093011911198,18.85562119131818,30.754374931848357,-19.01589870836547,3.49,1.56,,,,93.6,1930,5.6,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.91,,,,,,,,48,1,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,141,0.0,-0.034,,
285,CH,2022-04-07,83.5,1.85,5.6,"Taylor, Tyrone",621438,596057,grounded_into_double_play,hit_into_play,,,,,9,"Tyrone Taylor grounds into a double play, shortstop Nico Hoerner to second baseman Nick Madrigal to first baseman Frank Schwindel.   Rowdy Tellez out at 2nd.    Tyrone Taylor out at 1st.",R,R,L,CHC,MIL,X,6.0,ground_ball,1,1,2022,1.11,-0.31,0.35,1.81,,,642133.0,1,6,Top,110.97,146.97,,,575929,,,-5.56545230359194,-121.5110368755444,-1.664996099799584,12.09729541003976,24.53974974569536,-35.129801770245244,3.3,1.61,4.0,98.9,-22.0,82.3,1582,5.5,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.98,0.129,0.137,0.0,1.0,0.0,0.0,2.0,47,3,Changeup,3,1,1,3,1,3,1,3,Infield shift,Standard,108,0.069,-0.354,,
288,CH,2022-04-07,86.2,1.99,5.56,"Taylor, Tyrone",621438,596057,,blocked_ball,,,,,14,"Tyrone Taylor grounds into a double play, shortstop Nico Hoerner to second baseman Nick Madrigal to first baseman Frank Schwindel.   Rowdy Tellez out at 2nd.    Tyrone Taylor out at 1st.",R,R,L,CHC,MIL,B,,,0,1,2022,1.62,-0.67,0.86,-1.26,,,642133.0,1,6,Top,,,,,575929,,,-5.888961148771038,-125.10136481670078,-8.38623293016124,18.23344858127337,28.48953663857145,-37.3985128157283,3.45,1.61,,,,84.5,1497,5.6,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.9,,,,,,,,47,2,Changeup,3,1,1,3,1,3,1,3,Infield shift,Standard,111,0.0,0.031,,
303,FF,2022-04-07,90.5,1.88,5.69,"Taylor, Tyrone",621438,596057,,called_strike,,,,,7,"Tyrone Taylor grounds into a double play, shortstop Nico Hoerner to second baseman Nick Madrigal to first baseman Frank Schwindel.   Rowdy Tellez out at 2nd.    Tyrone Taylor out at 1st.",R,R,L,CHC,MIL,S,,,0,0,2022,0.89,1.15,-0.45,2.11,,,642133.0,1,6,Top,,,,,575929,,,-7.62288652540188,-131.49030151730827,-5.388439903448102,11.997773353559824,28.04996786973082,-17.82905735535879,3.45,1.61,,,,89.5,2212,5.8,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.71,,,,,,,,47,1,4-Seam Fastball,3,1,1,3,1,3,1,3,Infield shift,Standard,137,0.0,-0.048,,
0,SI,2022-04-07,86.3,-2.22,6.14,"Renfroe, Hunter",592669,543294,field_out,hit_into_play,,,,,7,Hunter Renfroe lines out to second baseman Nick Madrigal.,R,R,R,CHC,MIL,X,4.0,line_drive,1,2,2022,-1.11,0.66,-0.78,2.12,,,642133.0,0,6,Top,125.77,135.41,,,575929,,,5.606158462535616,-125.61537553278542,-4.674289096843834,-12.853150667069425,23.76303027100574,-24.438481400316423,3.41,1.56,164.0,55.7,34.0,85.6,1759,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.84,0.369,0.332,0.0,1.0,0.0,0.0,1.0,46,4,Sinker,3,1,1,3,1,3,1,3,Infield shift,Standard,209,0.048,-0.25,,
3,FF,2022-04-07,86.3,-2.45,6.06,"Renfroe, Hunter",592669,543294,,ball,,,,,11,Hunter Renfroe lines out to second baseman Nick Madrigal.,R,R,R,CHC,MIL,B,,,0,2,2022,-0.49,1.32,-1.6,5.6,,,642133.0,0,6,Top,,,,,575929,,,2.9716807394700617,-125.49147577164226,2.4710549344875843,-5.832456289207607,28.485697298645874,-19.11171316544593,3.36,1.56,,,,84.7,1941,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.94,,,,,,,,46,3,4-Seam Fastball,3,1,1,3,1,3,1,3,Infield shift,Standard,215,0.0,0.042,,
4,CH,2022-04-07,78.7,-2.17,6.22,"Renfroe, Hunter",592669,543294,,swinging_strike,,,,,14,Hunter Renfroe lines out to second baseman Nick Madrigal.,R,R,R,CHC,MIL,S,,,0,1,2022,-0.6,1.09,0.95,1.53,,,642133.0,0,6,Top,,,,,575929,,,7.808866993079009,-114.2929259732564,-5.240971885519288,-6.818820059497512,22.81692295388292,-21.842190966388998,3.41,1.56,,,,77.6,1754,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.67,,,,,,,,46,2,Changeup,3,1,1,3,1,3,1,3,Infield shift,Standard,228,0.0,-0.08,,
6,SI,2022-04-07,85.8,-2.09,6.16,"Renfroe, Hunter",592669,543294,,called_strike,,,,,9,Hunter Renfroe lines out to second baseman Nick Madrigal.,R,R,R,CHC,MIL,S,,,0,0,2022,-1.31,0.74,0.33,1.78,,,642133.0,0,6,Top,,,,,575929,,,8.266627943430588,-124.6506406412338,-5.537764805949788,-15.305139805856967,25.47753267172524,-23.48469253608264,3.41,1.56,,,,84.8,1829,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.76,,,,,,,,46,1,Sinker,3,1,1,3,1,3,1,3,Infield shift,Standard,210,0.0,-0.066,,
8,CH,2022-04-07,78.9,-2.17,6.29,"Tellez, Rowdy",642133,543294,single,hit_into_play,,,,,13,Rowdy Tellez singles on a line drive to center fielder Jason Heyward.,R,L,R,CHC,MIL,X,8.0,line_drive,1,1,2022,-1.21,0.27,-0.71,1.43,,,,0,6,Top,139.32,96.23,,,575929,,,5.366437681378545,-114.72726378370004,-4.1633609603471,-11.677794862668357,23.00977325725201,-29.184553505892318,3.55,1.63,226.0,80.5,15.0,77.9,1953,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.7,0.771,0.726,0.9,1.0,1.0,0.0,4.0,45,3,Changeup,3,1,1,3,1,3,1,3,Infield shift,Strategic,227,-0.054,0.404,,
10,CH,2022-04-07,79.1,-2.24,6.27,"Tellez, Rowdy",642133,543294,,foul,,,,,7,Rowdy Tellez singles on a line drive to center fielder Jason Heyward.,R,L,R,CHC,MIL,S,,,1,0,2022,-1.63,0.83,-0.64,2.22,,,,0,6,Top,,,,,575929,,,6.437491042856932,-114.8622964108958,-3.46626394718564,-15.655696704599537,23.42649390764713,-24.368292178830743,3.55,1.63,5.0,46.4,-23.0,77.8,2009,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.8,,,,,,,,45,2,Changeup,3,1,1,3,1,3,1,3,Infield shift,Strategic,225,0.0,-0.043,,
13,FF,2022-04-07,86.3,-2.29,6.12,"Tellez, Rowdy",642133,543294,,ball,,,,,13,Rowdy Tellez singles on a line drive to center fielder Jason Heyward.,R,L,R,CHC,MIL,B,,,0,0,2022,-0.81,1.16,-1.05,2.63,,,,0,6,Top,,,,,575929,,,4.547226846536199,-125.59206753314764,-4.37193619365122,-9.516312293572971,26.60751361997259,-19.250544434819453,3.68,1.64,,,,85.4,1955,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.71,,,,,,,,45,1,4-Seam Fastball,3,1,1,3,1,3,1,3,Infield shift,Strategic,214,0.0,0.033,,
1,FC,2022-04-07,95.0,-0.64,5.84,"Contreras, Willson",575929,669203,field_out,hit_into_play,,,,,4,Willson Contreras pops out to second baseman Kolten Wong.,R,R,R,CHC,MIL,X,4.0,popup,0,0,2022,0.26,1.3,-0.6,2.52,,,663611.0,2,5,Bot,144.9,123.94,,,553882,,,-0.488319718398658,-138.1904017752519,-5.913221137132432,3.4548353124730338,34.478889863154976,-14.371561011256732,3.41,1.56,202.0,92.4,64.0,94.7,2543,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.08,0.009,0.009,0.0,1.0,0.0,0.0,3.0,44,1,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,196,-0.014,-0.219,,
2,FC,2022-04-07,95.5,-0.69,5.89,"Madrigal, Nick",663611,669203,walk,ball,,,,,11,Nick Madrigal walks.,R,R,R,CHC,MIL,B,,,3,1,2022,0.13,1.56,-1.05,3.27,,,,2,5,Bot,,,,,553882,,,-1.2305479253606988,-139.02989143102857,-4.771559775339998,1.945273326939076,34.78831334615908,-11.12933608029631,2.82,1.23,,,,95.3,2693,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.1,,0.688744,0.7,1.0,0.0,0.0,,43,5,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,195,0.008,0.065,,
5,FC,2022-04-07,95.0,-0.57,5.96,"Madrigal, Nick",663611,669203,,called_strike,,,,,2,Nick Madrigal walks.,R,R,R,CHC,MIL,S,,,3,0,2022,0.17,1.39,-0.09,2.34,,,,2,5,Bot,,,,,553882,,,0.8965010424667141,-138.25823119625932,-6.941467596325699,1.9429152927971929,32.298862917868256,-13.051784779453383,2.74,1.19,,,,95.3,2645,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.91,,,,,,,,43,4,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,187,0.0,-0.026,,
7,FC,2022-04-07,93.9,-0.66,5.95,"Madrigal, Nick",663611,669203,,ball,,,,,12,Nick Madrigal walks.,R,R,R,CHC,MIL,B,,,2,0,2022,0.42,1.3,0.67,3.79,,,,2,5,Bot,,,,,553882,,,2.5127427273820526,-136.78032124441708,-2.749265494881357,4.74405249438236,31.19265207337626,-15.501300034872276,2.81,1.31,,,,94.2,2749,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.0,,,,,,,,43,3,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,189,0.0,0.042,,
9,FC,2022-04-07,94.9,-0.71,5.85,"Madrigal, Nick",663611,669203,,ball,,,,,12,Nick Madrigal walks.,R,R,R,CHC,MIL,B,,,1,0,2022,0.33,1.18,0.37,3.69,,,,2,5,Bot,,,,,553882,,,2.0871634222483437,-138.08154970794735,-2.554707913083066,3.701802261839436,34.05710039431628,-16.80359803589545,2.89,1.28,,,,94.5,2620,6.3,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.17,,,,,,,,43,2,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,196,0.0,0.023,,
11,FC,2022-04-07,94.8,-0.62,5.82,"Madrigal, Nick",663611,669203,,ball,,,,,14,Nick Madrigal walks.,R,R,R,CHC,MIL,B,,,0,0,2022,0.32,1.21,1.34,1.18,,,,2,5,Bot,,,,,553882,,,4.428264335125852,-137.6927410470253,-9.146356242172844,2.899609498857188,33.83127383418179,-14.82516307748298,2.88,1.27,,,,94.7,2649,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.91,,,,,,,,43,1,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,199,0.0,0.015,,
12,FC,2022-04-07,94.3,-0.72,5.84,"Ortega, Rafael",542364,669203,field_out,hit_into_play,,,,,9,Rafael Ortega flies out to right fielder Hunter Renfroe.,R,L,R,CHC,MIL,X,9.0,fly_ball,3,1,2022,0.21,1.1,0.77,1.65,,,,1,5,Bot,160.72,93.83,,,553882,,,3.406040386609311,-137.05072091960636,-7.594284648218903,1.8045441712007908,33.359187854661776,-16.765013378144776,3.32,1.51,276.0,80.5,39.0,94.1,2651,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.01,0.023,0.021,0.0,1.0,0.0,0.0,3.0,42,5,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,199,-0.011,-0.256,,
