Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Count/Balls-Strikes,3-0 Count,3,3.0,0,0.0,0,0,0,0,,,3,0,0.0,,1.0,,,0.0,0.0,0.0,0,0,0,0,,,,0
Count/Balls-Strikes,0-1 Count,23,60.0,58,8.0,23,7,0,0,,,0,0,,0.397,0.383,0.517,0.901,30.0,3.0,0.0,0,2,0,0,0.383,129,117,16
Count/Balls-Strikes,1-1 Count,22,60.0,59,10.0,20,5,3,2,,,0,0,,0.339,0.333,0.627,0.96,37.0,2.0,0.0,0,1,0,0,0.31,135,121,10
Count/Balls-Strikes,2-1 Count,16,26.0,25,7.0,10,2,0,3,,,0,0,,0.4,0.4,0.84,1.24,21.0,0.0,0.0,0,0,0,0,0.318,201,160,5
Count/Balls-Strikes,3-1 Count,7,7.0,6,0.0,1,0,0,0,,,1,0,0.0,0.167,0.286,0.167,0.452,1.0,0.0,0.0,0,0,0,0,0.167,26,-33,1
Count/Balls-Strikes,0-2 Count,20,44.0,43,7.0,8,2,0,2,,,0,18,,0.186,0.182,0.372,0.554,16.0,2.0,0.0,0,1,0,0,0.25,35,181,4
Count/Balls-Strikes,1-2 Count,25,97.0,97,5.0,24,10,0,3,,,0,39,,0.247,0.247,0.443,0.691,43.0,1.0,0.0,0,0,0,0,0.382,70,226,11
Count/Balls-Strikes,2-2 Count,25,83.0,82,7.0,22,6,1,1,,,0,24,,0.268,0.277,0.402,0.68,33.0,2.0,1.0,0,0,0,1,0.368,71,204,14
Count/Balls-Strikes,Full Count,24,64.0,46,8.0,10,1,0,1,,,18,15,0.83,0.217,0.438,0.304,0.742,14.0,0.0,0.0,0,0,0,0,0.3,102,88,8
Count/Balls-Strikes,After 1-0,25,160.0,147,18.0,48,10,0,7,,,11,20,1.82,0.327,0.371,0.537,0.909,79.0,4.0,0.0,0,1,0,1,0.339,129,124,31
Count/Balls-Strikes,After 2-0,18,36.0,29,7.0,10,1,0,3,,,6,2,0.33,0.345,0.457,0.69,1.147,20.0,1.0,0.0,0,0,0,0,0.292,188,140,6
Count/Balls-Strikes,After 3-0,4,6.0,2,0.0,1,0,0,0,,,4,0,0.0,0.5,0.833,0.5,1.333,1.0,0.0,0.0,0,0,0,0,0.5,268,112,1
Count/Balls-Strikes,After 0-1,25,325.0,310,40.0,85,26,4,8,,,11,76,6.91,0.274,0.299,0.461,0.76,143.0,7.0,1.0,0,3,0,0,0.336,90,148,47
Count/Balls-Strikes,After 1-1,25,226.0,213,22.0,57,16,3,4,,,12,47,3.92,0.268,0.305,0.427,0.733,91.0,3.0,0.0,0,1,0,1,0.325,85,119,34
Count/Balls-Strikes,After 2-1,24,77.0,71,9.0,17,4,0,3,,,5,8,1.6,0.239,0.29,0.423,0.712,30.0,1.0,0.0,0,0,0,1,0.233,79,81,10
Count/Balls-Strikes,After 3-1,14,20.0,18,2.0,5,1,0,0,,,2,3,1.5,0.278,0.35,0.333,0.683,6.0,0.0,0.0,0,0,0,0,0.333,80,35,4
Count/Balls-Strikes,After 0-2,24,132.0,126,17.0,33,9,1,6,,,4,47,11.75,0.262,0.288,0.492,0.78,62.0,3.0,1.0,0,1,0,0,0.365,93,238,17
Count/Balls-Strikes,After 1-2,25,197.0,183,18.0,49,15,1,5,,,13,70,5.38,0.268,0.32,0.443,0.762,81.0,2.0,1.0,0,0,0,0,0.407,93,205,28
Count/Balls-Strikes,After 2-2,25,134.0,116,13.0,28,6,1,2,,,17,36,2.12,0.241,0.343,0.362,0.705,42.0,2.0,1.0,0,0,0,1,0.333,84,142,19
Count/Balls-Strikes,Zero Balls,25,196.0,189,31.0,54,14,0,7,,,0,18,,0.286,0.286,0.471,0.757,89.0,10.0,2.0,0,5,0,0,0.278,88,109,33
Count/Balls-Strikes,Zero Strikes,25,137.0,130,22.0,38,8,0,8,,,3,0,0.0,0.292,0.314,0.539,0.852,70.0,6.0,2.0,0,2,0,0,0.242,111,75,22
Count/Balls-Strikes,Three Balls,24,74.0,52,8.0,11,1,0,1,,,22,15,0.68,0.212,0.446,0.289,0.734,15.0,0.0,0.0,0,0,0,0,0.278,101,56,9
Count/Balls-Strikes,Two Strikes,25,288.0,268,28.0,64,19,1,7,,,18,96,5.33,0.239,0.288,0.396,0.684,106.0,5.0,1.0,0,1,0,1,0.343,73,166,37
Count/Balls-Strikes,Batter Ahead,25,142.0,119,21.0,36,6,0,7,,,22,15,0.68,0.303,0.411,0.529,0.941,63.0,1.0,0.0,0,0,0,0,0.299,140,96,23
Count/Balls-Strikes,Even Count,25,235.0,229,33.0,65,16,4,8,,,0,24,,0.284,0.289,0.493,0.783,113.0,9.0,3.0,0,3,0,1,0.285,94,123,37
Count/Balls-Strikes,Pitcher Ahead,25,201.0,198,20.0,55,19,0,5,,,0,57,,0.278,0.274,0.45,0.723,89.0,6.0,0.0,0,3,0,0,0.36,80,176,31
Leading Off Inning,First Batter,25,25.0,23,0.0,5,2,0,0,,,2,5,2.5,0.217,0.28,0.304,0.584,7.0,0.0,0.0,0,0,0,0,0.278,52,69,3
Leading Off Inning,Leadoff Inn.,25,145.0,139,3.0,39,9,2,3,,,6,29,4.83,0.281,0.31,0.439,0.749,61.0,0.0,0.0,0,0,0,0,0.336,89,113,25
Opposition Defensive Position,vs. Non-P,25,578.0,546,75.0,156,41,4,20,7,1,22,96,4.36,0.286,0.314,0.485,0.799,265.0,16.0,3.0,0,6,0,1,0.312,100,121,91
Number of Outs in Inning,0 outs,25,213.0,201,24.0,61,16,4,7,0,0,8,34,4.25,0.304,0.333,0.527,0.861,106.0,6.0,2.0,0,2,0,0,0.333,115,135,34
Number of Outs in Inning,1 out,25,189.0,178,27.0,48,17,0,7,2,0,6,32,5.33,0.27,0.287,0.483,0.77,86.0,10.0,0.0,0,4,0,1,0.287,91,111,24
Number of Outs in Inning,2 outs,25,176.0,167,24.0,47,8,0,6,5,1,8,30,3.75,0.281,0.318,0.437,0.755,73.0,0.0,1.0,0,0,0,0,0.313,91,115,33
Bases Occupied,RISP,25,123.0,108,52.0,36,11,0,5,2,0,6,13,2.17,0.333,0.366,0.574,0.94,62.0,2.0,3.0,0,6,0,1,0.323,135,149,20
Bases Occupied,---,25,354.0,339,12.0,92,21,2,12,0,0,14,72,5.14,0.271,0.3,0.451,0.752,153.0,0.0,0.0,0,0,0,0,0.314,89,116,57
Bases Occupied,Men On,25,224.0,207,63.0,64,20,2,8,7,1,8,24,3.0,0.309,0.335,0.541,0.876,112.0,16.0,3.0,0,6,0,1,0.309,118,132,34
Bases Occupied,1--,25,101.0,99,11.0,28,9,2,3,5,1,2,11,5.5,0.283,0.297,0.505,0.802,50.0,14.0,0.0,0,0,0,0,0.294,99,112,14
Bases Occupied,-2-,20,57.0,54,21.0,22,8,0,3,0,0,1,5,5.0,0.407,0.439,0.722,1.161,39.0,0.0,2.0,0,0,0,1,0.413,189,213,11
Bases Occupied,--3,13,18.0,12,9.0,4,1,0,1,0,0,2,1,0.5,0.333,0.389,0.667,1.056,8.0,0.0,1.0,0,3,0,0,0.231,161,169,2
Bases Occupied,12-,9,16.0,16,5.0,4,1,0,1,0,0,0,2,,0.25,0.25,0.5,0.75,8.0,2.0,0.0,0,0,0,0,0.231,83,104,2
Bases Occupied,1-3,13,18.0,14,7.0,4,1,0,0,2,0,2,4,2.0,0.286,0.333,0.357,0.69,5.0,0.0,0.0,0,2,0,0,0.333,80,74,3
Bases Occupied,-23,9,10.0,9,8.0,2,0,0,0,0,0,0,1,,0.222,0.2,0.222,0.422,2.0,0.0,0.0,0,1,0,0,0.222,10,6,2
Bases Occupied,123,3,4.0,3,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0,0,0,0,0.0,-20,-15,0
Bases Occupied,"on 1st,",24,88.0,83,18.0,21,8,2,2,0,0,3,9,3.0,0.253,0.273,0.47,0.743,39.0,16.0,0.0,0,2,0,0,0.257,84,93,9
Bases Occupied,"on 3rd,",15,30.0,20,20.0,7,2,0,0,0,0,3,4,1.33,0.35,0.367,0.45,0.817,9.0,0.0,1.0,0,6,0,0,0.318,110,95,5
Bases Occupied,"on 3rd, 2 out",16,20.0,18,5.0,3,0,0,1,0,0,2,2,1.0,0.167,0.25,0.333,0.583,6.0,0.0,0.0,0,0,0,0,0.133,48,62,2
Bases Occupied,"0 out, ---",25,152.0,145,4.0,41,10,2,4,0,0,7,30,4.29,0.283,0.316,0.462,0.778,67.0,0.0,0.0,0,0,0,0,0.333,96,120,25
