Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Times Facing Opponent in Game,"1st PA in G, as SP",23,207.0,192,21.0,45,6,1,8,,,12,48,4.0,0.234,0.275,0.401,0.676,77.0,3.0,0.0,0,3,0,0,0.266,103,92,30
Times Facing Opponent in Game,"2nd PA in G, as SP",23,201.0,185,25.0,43,8,0,8,,,12,48,4.0,0.232,0.289,0.405,0.694,75.0,3.0,3.0,0,1,0,0,0.269,109,90,27
Times Facing Opponent in Game,"3rd PA in G, as SP",20,127.0,118,4.0,26,5,0,2,,,6,31,5.17,0.22,0.276,0.314,0.589,37.0,2.0,3.0,0,0,0,0,0.282,81,56,19
Times Facing Opponent in Game,"4th+ PA in G, as SP",2,6.0,6,0.0,2,0,0,0,,,0,1,,0.333,0.333,0.333,0.667,2.0,0.0,0.0,0,0,0,0,0.4,106,116,2
Pitch Count,Pitch 1-25,23,145.0,134,13.0,31,5,1,4,,,9,32,3.56,0.231,0.276,0.373,0.649,50.0,3.0,0.0,0,2,0,0,0.27,96,84,21
Pitch Count,Pitch 26-50,23,150.0,136,19.0,36,2,0,8,,,10,32,3.2,0.265,0.32,0.456,0.776,62.0,0.0,2.0,0,2,0,0,0.286,134,115,26
Pitch Count,Pitch 51-75,22,140.0,132,15.0,27,8,0,5,,,7,35,5.0,0.205,0.25,0.379,0.629,50.0,3.0,1.0,0,0,0,0,0.239,88,70,14
Pitch Count,Pitch 76-100,20,99.0,93,3.0,20,4,0,1,,,3,27,9.0,0.215,0.263,0.29,0.553,27.0,2.0,3.0,0,0,0,0,0.292,70,54,15
Pitch Count,Pitch 101+,5,7.0,6,0.0,2,0,0,0,,,1,2,2.0,0.333,0.429,0.333,0.762,2.0,0.0,0.0,0,0,0,0,0.5,140,145,2
Days of Rest,"4 Days,GS",5,132.0,127,17.0,31,3,0,7,1,0,3,24,8.0,0.244,0.273,0.433,0.706,55.0,2.0,2.0,0,0,0,0,0.25,111,92,21
Days of Rest,"5 Days,GS",15,346.0,315,32.0,70,12,0,10,10,0,26,93,3.58,0.222,0.286,0.356,0.642,112.0,4.0,3.0,0,2,0,0,0.28,95,80,48
Days of Rest,"6+ Days,GS",3,63.0,59,8.0,15,4,1,1,1,0,1,11,11.0,0.254,0.27,0.407,0.677,24.0,2.0,1.0,0,2,0,0,0.286,103,82,9
Hit Location,To Infield,23,184.0,183,2.0,10,1,0,0,0,0,0,0,,0.055,0.054,0.06,0.114,11.0,8.0,0.0,0,1,0,0,0.054,-65,39,9
Hit Location,To Outfield,23,193.0,190,48.0,106,18,1,18,0,0,0,0,,0.558,0.549,0.947,1.497,180.0,0.0,0.0,0,3,0,0,0.503,344,109,69
Hit Location,Ball In Play,23,360.0,356,24.0,99,19,1,1,0,0,0,0,,0.278,0.275,0.346,0.621,123.0,8.0,0.0,0,4,0,0,0.273,89,88,78
Hit Location,Not in Play,23,181.0,145,26.0,17,0,0,17,2,0,30,128,4.27,0.117,0.293,0.469,0.762,68.0,0.0,6.0,0,0,0,0,,127,82,0
Hit Location,Fair Terr,23,370.0,367,49.0,116,19,1,18,0,0,0,0,,0.316,0.314,0.52,0.834,191.0,8.0,0.0,0,3,0,0,0.278,148,90,78
Hit Location,Foul Terr,6,7.0,6,1.0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,-100,,0
Hit Location,Pulled-RHB,21,50.0,50,7.0,21,3,1,6,0,0,0,0,,0.42,0.42,0.88,1.3,44.0,0.0,0.0,0,0,0,0,0.341,280,118,11
Hit Location,Up Mdle-RHB,22,105.0,103,8.0,26,1,0,2,0,0,0,0,,0.252,0.248,0.32,0.568,33.0,4.0,0.0,0,2,0,0,0.233,72,54,23
Hit Location,Opp Fld-RHB,15,30.0,29,3.0,5,1,0,0,0,0,0,0,,0.172,0.167,0.207,0.374,6.0,1.0,0.0,0,1,0,0,0.167,14,10,4
Hit Location,Pulled-LHB,22,61.0,61,10.0,18,5,0,4,0,0,0,0,,0.295,0.295,0.574,0.869,35.0,1.0,0.0,0,0,0,0,0.246,156,74,9
Hit Location,Up Mdle-LHB,22,104.0,103,19.0,37,6,0,6,0,0,0,0,,0.359,0.356,0.592,0.948,61.0,2.0,0.0,0,1,0,0,0.316,182,131,25
